alarms,,,,,,,,
spname,ALID,idTSN,setCEID,clearCEID,category,isEnabled,isSet,ALTX
gemprober,16777839,U4,0,0,0,1,0,SOFTWARE INTERLOCK OCCURRED
gemprober,16777840,U4,0,0,0,1,0,SOFTWARE INTERLOCK OCCURRED
gemprober,16777841,U4,0,0,0,1,0,SOFTWARE INTERLOCK OCCURRED
gemprober,16777842,U4,0,0,0,1,0,SOFTWARE INTERLOCK OCCURRED
gemprober,16777843,U4,0,0,0,1,0,A SOFTWARE INTERLOCK OCCURRED
gemprober,16777844,U4,0,0,0,1,0,SOFTWARE INTERLOCK OCCURRED
gemprober,16777845,U4,0,0,0,1,0,SOFTWARE INTERLOCK OCCURRED
gemprober,16777846,U4,0,0,0,1,0,SOFTWARE INTERLOCK OCCURRED
gemprober,16777847,U4,0,0,0,1,0,SOFTWARE INTERLOCK OCCURRED
gemprober,16777848,U4,0,0,0,1,0,SOFTWARE INTERLOCK OCCURRED
gemprober,16777849,U4,0,0,0,1,0,SOFTWARE INTERLOCK OCCURRED
gemprober,16777850,U4,0,0,0,1,0,SOFTWARE INTERLOCK OCCURRED
gemprober,16777851,U4,0,0,0,1,0,SOFTWARE INTERLOCK OCCURRED
gemprober,16777852,U4,0,0,0,1,0,SOFTWARE INTERLOCK OCCURRED
gemprober,16777853,U4,0,0,0,1,0,SOFTWARE INTERLOCK OCCURRED
gemprober,16777854,U4,0,0,0,1,0,SOFTWARE INTERLOCK OCCURRED
gemprober,16777855,U4,0,0,0,1,0,SOFTWARE INTERLOCK OCCURRED
gemprober,16777866,U4,0,0,0,1,0,OPTION SETTING ERROR
gemprober,16777867,U4,0,0,0,1,0,AUTO HF ERROR STATUS DETECTED
gemprober,16777876,U4,0,0,0,1,0,VACUUM AIR MAIN PRESSURE ERROR
gemprober,16777877,U4,0,0,0,1,0,AIR MAIN PRESSURE ERROR
gemprober,16777878,U4,0,0,0,1,0,"FRONT COVER WAS OPEN, INITIALIZE"
gemprober,16777916,U4,0,0,0,1,0,MARKER DRIVER DEFECT
gemprober,16777917,U4,0,0,0,1,0,MARKER DRIVER DEFECT
gemprober,16777918,U4,0,0,0,1,0,MARKER DRIVER DEFECT
gemprober,16777919,U4,0,0,0,1,0,MARKER DRIVER DEFECT
gemprober,16777920,U4,0,0,0,1,0,MARKER DRIVER DEFECT
gemprober,16777921,U4,0,0,0,1,0,MARKER DRIVER DEFECT
gemprober,16777922,U4,0,0,0,1,0,MARKER DRIVER DEFECT
gemprober,16777923,U4,0,0,0,1,0,MARKER MOVEMENT TIME OUT ERROR
gemprober,16777946,U4,0,0,0,1,0,PROBE CAMERA ILLUMINATION SETTING ERROR
gemprober,16778016,U4,0,0,0,1,0,STAGE TIMER ERROR
gemprober,16778026,U4,0,0,0,1,0,BRIDGE DRIVE ERROR
gemprober,16778027,U4,0,0,0,1,0,BRIDGE DRIVE ERROR
gemprober,16778028,U4,0,0,0,1,0,TARGET DRIVE ERROR
gemprober,16778029,U4,0,0,0,1,0,TARGET DRIVE ERROR
gemprober,16778030,U4,0,0,0,1,0,INKER ARM DRIVE ERROR
gemprober,16778031,U4,0,0,0,1,0,INKER ARM DRIVE ERROR
gemprober,16778032,U4,0,0,0,1,0,BRIDGE DRIVE ERROR
gemprober,16778066,U4,0,0,0,1,0,SURFACE MAP ERROR
gemprober,16778067,U4,0,0,0,1,0,WAFER MACRO­ALIGNMENT FAILURE
gemprober,16778068,U4,0,0,0,1,0,CANNOT MOVE TO PROBE ALIGNMENT POSITION
gemprober,16778069,U4,0,0,0,1,0,TARGET MARK COULD NOT BE RECOGNIZED BY THE PROBE CAMERA
gemprober,16778070,U4,0,0,0,1,0,THE BRIDGE CAMERA COULD NOT FOCUS ON THE TARGET
gemprober,16778071,U4,0,0,0,1,0,THE BRIDGE CAMERA COULD NOT RECOGNIZE THE TARGET
gemprober,16778073,U4,0,0,0,1,0,CARD Z DIFFERENCE ERROR
gemprober,16778074,U4,0,0,0,1,0,TARGET HOLE CHECK ERROR
gemprober,16778075,U4,0,0,0,1,0,CONTACT HEIGHT EXCEEDED THE PROBE WAFER OBSTRUCTION LIMIT
gemprober,16778076,U4,0,0,0,1,0,PERPENDICULAR CUMULATIVE COEFFICIENT VALUE IS INCORRECT
gemprober,16778116,U4,0,0,0,1,0,FILE OPEN ERROR
gemprober,16778117,U4,0,0,0,1,0,FILE CLOSE ERROR
gemprober,16778118,U4,0,0,0,1,0,FILE WRITE ERROR
gemprober,16778119,U4,0,0,0,1,0,FILE READ ERROR
gemprober,16778120,U4,0,0,0,1,0,FILE NAME SETTING MISTAKE
gemprober,16778121,U4,0,0,0,1,0,FILE SEARCH ERROR
gemprober,16778122,U4,0,0,0,1,0,FILE OPERATION ERROR
gemprober,16778123,U4,0,0,0,1,0,WAFER PATTERN DATA DOWNLOAD ERROR
gemprober,16778124,U4,0,0,0,1,0,PROBER PATTERN DATA DOWNLOAD ERROR
gemprober,16778136,U4,0,0,0,1,0,COMMUNICATION MESSAGE ERROR
gemprober,16778137,U4,0,0,0,1,0,TASK OPERATION ERROR
gemprober,16778138,U4,0,0,0,1,0,CONFIRMED AN ERROR WITH THE MOTOR CONTROLLER BOARD
gemprober,16778139,U4,0,0,0,1,0,INTERRUPT SETUP ERROR
gemprober,16778140,U4,0,0,0,1,0,TASK RESTART ERROR
gemprober,16778141,U4,0,0,0,1,0,IP RESET ERROR
gemprober,16778142,U4,0,0,0,1,0,IP UNIT DOWN
gemprober,16778143,U4,0,0,0,1,0,A STAGE MOTOR INITIALIZATION ERROR OCCURRED (SETUP)
gemprober,16778144,U4,0,0,0,1,0,A STAGE MOTOR INITIALIZATION ERROR OCCURRED (SETUP)
gemprober,16778145,U4,0,0,0,1,0,AN INTERRUPT PROCESSING ERROR OCCURRED
gemprober,16778146,U4,0,0,0,1,0,AN UNDEFINED ERROR CODE OCCURRED
gemprober,16778147,U4,0,0,0,1,0,A STAGE DRIVE ERROR OCCURRED
gemprober,16778166,U4,0,0,0,1,0,A MESSAGE COMMUNICATION ERROR OCCURRED
gemprober,16778167,U4,0,0,0,1,0,Z CONTACT DRIVE/Z UP NOT POSSIBLE BECAUSE 3 PIN IS PROTRUDING
gemprober,16778168,U4,0,0,0,1,0,THE STAGE IS NOT INITIALIZED. INITIALIZE IT
gemprober,16779217,U4,0,0,0,1,0,UNDEFINED LOADER ERROR
gemprober,16779221,U4,0,0,0,1,0,A WAFER SIZE VALUE OTHER THAN 200 mm OR 300 mm HAS BEEN SET
gemprober,16779226,U4,0,0,0,1,0,UPPER ARM MOTOR DRIVER BOARD DEFECTIVE
gemprober,16779236,U4,0,0,0,1,0,UPPER ARM MOTOR DRIVER BOARD DEFECT
gemprober,16779237,U4,0,0,0,1,0,UPPER ARM MOTOR DRIVER BOARD DEFECT
gemprober,16779238,U4,0,0,0,1,0,LOADER Z NOT ON TABLE POSITION (ARM DRIVE)
gemprober,16779239,U4,0,0,0,1,0,UPPER ARM ENCODER DEFECT (CHECK THE WAFER)
gemprober,16779240,U4,0,0,0,1,0,WAFER TABLE DOOR IS OPEN (ARM DRIVE)
gemprober,16779241,U4,0,0,0,1,0,UPPER ARM DOWN LIMIT CHECK ERROR
gemprober,16779242,U4,0,0,0,1,0,UPPER ARM UP LIMIT CHECK ERROR
gemprober,16779243,U4,0,0,0,1,0,LOAD PORT 1 DOOR IS OPEN (ARM DRIVE)
gemprober,16779244,U4,0,0,0,1,0,LOAD PORT 2 DOOR IS OPEN (ARM DRIVE)
gemprober,16779245,U4,0,0,0,1,0,LOWER ARM MOTOR DRIVER BOARD DEFECT
gemprober,16779246,U4,0,0,0,1,0,LOWER ARM MOTOR DRIVER BOARD DEFECT
gemprober,16779247,U4,0,0,0,1,0,LOWER ARM MOTOR DRIVER BOARD DEFECT
gemprober,16779249,U4,0,0,0,1,0,LOWER ARM ENCODER DEFECT(CHECK THE WAFER)
gemprober,16779251,U4,0,0,0,1,0,LOWER ARM DOWN LIMIT CHECK ERROR
gemprober,16779252,U4,0,0,0,1,0,LOWER ARM UP LIMIT CHECK ERROR
gemprober,16779253,U4,0,0,0,1,0,LOADER q MOTOR DRIVER BOARD DEFECT(ORG DRIVER DATA)
gemprober,16779254,U4,0,0,0,1,0,LOADER q MOTOR DRIVER BOARD DEFECT
gemprober,16779255,U4,0,0,0,1,0,LOADER q MOTOR DRIVER BOARD IS DEFECTIVE (AT INITIALIZATION)
gemprober,16779256,U4,0,0,0,1,0,LOADER q ENCODER DEFECT(CHECK THE WAFER)
gemprober,16779257,U4,0,0,0,1,0,LOADER q DOWN LIMIT CHECK ERROR
gemprober,16779258,U4,0,0,0,1,0,LOADER q UP LIMIT CHECK ERROR
gemprober,16779259,U4,0,0,0,1,0,UPPER ARM IS NOT AT HOME POSITION (LOADER q DRIVE)
gemprober,16779260,U4,0,0,0,1,0,LOWER ARM IS NOT AT HOME POSITION (LOADER q DRIVE)
gemprober,16779261,U4,0,0,0,1,0,LOAD PORT 1 DOOR IS OPEN (LOADER q DRIVE)
gemprober,16779262,U4,0,0,0,1,0,LOAD PORT 2 DOOR IS OPEN (LOADER q DRIVE)
gemprober,16779263,U4,0,0,0,1,0,WAFER TABLE DOOR IS OPEN (LOADER q DRIVE)
gemprober,16779265,U4,0,0,0,1,0,SUBCHUCK q MOTOR DRIVER BOARD DEFECT
gemprober,16779266,U4,0,0,0,1,0,SUBCHUCK q MOTOR DRIVER BOARD DEFECT
gemprober,16779267,U4,0,0,0,1,0,SUBCHUCK q MOTOR DRIVER BOARD DEFECT
gemprober,16779269,U4,0,0,0,1,0,SUBCHUCK q ENCODER DEFECT (CHECK THE WAFER)
gemprober,16779270,U4,0,0,0,1,0,SUBCHUCK q DOWN LIMIT CHECK ERROR
gemprober,16779271,U4,0,0,0,1,0,SUBCHUCK q UP LIMIT CHECK ERROR
gemprober,16779272,U4,0,0,0,1,0,NO WAFER SHOULD BE ON SUBCHUCK
gemprober,16779273,U4,0,0,0,1,0,WAFER SHOULD BE ON SUBCHUCK
gemprober,16779274,U4,0,0,0,1,0,SUBCHUCK IS AT ITS LOWEST POINT BUT THERE IS A WAFER PRESENT(CANNOT
gemprober,16779275,U4,0,0,0,1,0,LOADER Z MOTOR DRIVER BOARD DEFECT
gemprober,16779276,U4,0,0,0,1,0,LOADER Z MOTOR DRIVER BOARD DEFECT
gemprober,16779277,U4,0,0,0,1,0,LOADER Z MOTOR DRIVER BOARD DEFECT
gemprober,16779279,U4,0,0,0,1,0,LOADER Z ENCODER DEFECT (CHECK THE WAFER)
gemprober,16779280,U4,0,0,0,1,0,LOADER Z SOFTWARE INTERLOCK ERROR
gemprober,16779281,U4,0,0,0,1,0,LOADER Z DOWN LIMIT CHECK ERROR
gemprober,16779282,U4,0,0,0,1,0,LOADER Z UP LIMIT CHECK ERROR
gemprober,16779283,U4,0,0,0,1,0,NO TRAY ON WAFER TABLE IN LOADER Z
gemprober,16779284,U4,0,0,0,1,0,LOADER Z HAS BEEN TRANSFERRED TO HOME POSITION
gemprober,16779285,U4,0,0,0,1,0,A DOOR IS OPEN OR THE DRIVER BOARD IS DEFECTIVE (LOADER Z DRIVE)
gemprober,16779286,U4,0,0,0,1,0,LOAD PORT 1 DOOR IS OPEN (LOADER Z)
gemprober,16779287,U4,0,0,0,1,0,LOAD PORT 2 DOOR IS OPEN (LOADER Z)
gemprober,16779288,U4,0,0,0,1,0,WAFER TABLE DOOR IS OPEN (LOADER Z)
gemprober,16779289,U4,0,0,0,1,0,LOADER Z WAFER TABLE BASE
gemprober,16779290,U4,0,0,0,1,0,LOADER Z UPPER ARM POSITION
gemprober,16779291,U4,0,0,0,1,0,LOADER Z LOWER ARM POSITION
gemprober,16779292,U4,0,0,0,1,0,LOADER Z LOADER q POSITION
gemprober,16779293,U4,0,0,0,1,0,LOADER Z SLIDE POSITION
gemprober,16779295,U4,0,0,0,1,0,UPPER ARM NOT AT HOME POSITION
gemprober,16779296,U4,0,0,0,1,0,LOWER ARM NOT AT HOME POSITION
gemprober,16779297,U4,0,0,0,1,0,"LOAD PORT 1,2 OR WAFER TABLE DOOR HAS BEEN OPENED"
gemprober,16779298,U4,0,0,0,1,0,SLIDE MOTOR DRIVER BOARD DEFECT
gemprober,16779299,U4,0,0,0,1,0,SLIDE MOTOR DRIVER BOARD DEFECT
gemprober,16779300,U4,0,0,0,1,0,SLIDE MOTOR DRIVER BOARD DEFECT (AT INITIALIZATION)
gemprober,16779302,U4,0,0,0,1,0,SLIDE MOTOR DRIVER ENCODER DEFECT
gemprober,16779304,U4,0,0,0,1,0,SLIDE DOWN LIMIT CHECK ERROR
gemprober,16779305,U4,0,0,0,1,0,SLIDE UP LIMIT CHECK ERROR
gemprober,16779306,U4,0,0,0,1,0,THELOADERZ IS NOT IN ITS HOMEPOSITION SOTHESLIDERCANNOTCOMETOTHE
gemprober,16779307,U4,0,0,0,1,0,THE SLIDER IS NOT IN THE UNLOADING POSITION
gemprober,16779308,U4,0,0,0,1,0,SLIDE DRIVE IS NOT POSSIBLE BECAUSE THE DOOR IS CLOSED
gemprober,16779309,U4,0,0,0,1,0,YOU CANNOT USE THE SLIDE SWITCH DURING LOADER DIAGNOSTICS
gemprober,16779310,U4,0,0,0,1,0,YOU CANNOT ACCESS THE CASSETTE BECAUSE LOADER INDIVIDUAL OPERATION
gemprober,16779311,U4,0,0,0,1,0,SLIDE DRIVE NOT POSSIBLE BECAUSE WAFER TABLE DOOR IS OPEN
gemprober,16779326,U4,0,0,0,1,0,ARM VACUUM ON ERROR
gemprober,16779327,U4,0,0,0,1,0,ARM VACUUM OFF ERROR
gemprober,16779336,U4,0,0,0,1,0,SUBCHUCK VACUUM ON ERROR
gemprober,16779337,U4,0,0,0,1,0,SUBCHUCK VACUUM OFF ERROR
gemprober,16779346,U4,0,0,0,1,0,SUBCHUCK Z DOWN ERROR
gemprober,16779347,U4,0,0,0,1,0,SUBCHUCK Z UP ERROR
gemprober,16779348,U4,0,0,0,1,0,SUBCHUCK Z MIDDLE ERROR
gemprober,16779349,U4,0,0,0,1,0,SUBCHUCK LOW SOLENOID POSITION SENSOR DEFECT
gemprober,16779350,U4,0,0,0,1,0,SUBCHUCK UP SOLENOID POSITION SENSOR DEFECT
gemprober,16779356,U4,0,0,0,1,0,LOADER Z DOWN ERROR
gemprober,16779357,U4,0,0,0,1,0,LOADER Z UP ERROR
gemprober,16779359,U4,0,0,0,1,0,LOADER Z LOCK PIN UNLOCK ERROR
gemprober,16779360,U4,0,0,0,1,0,LOADER Z LOCK PIN LOCK ERROR
gemprober,16779361,U4,0,0,0,1,0,LOADER Z POSITION ILLEGAL
gemprober,16779362,U4,0,0,0,1,0,UPPER ARM IS NOT AT ITS HOME POSITION (LOADER Z DRIVE)
gemprober,16779363,U4,0,0,0,1,0,LOWER ARM IS NOT AT ITS HOME POSITION (LOADER Z DRIVE)
gemprober,16779364,U4,0,0,0,1,0,LOADER q IS NOT AT ITS HOME POSITION(LOADER q DRIVE)
gemprober,16779365,U4,0,0,0,1,0,LOAD PORT 1 DOOR IS OPEN (LOADER Z DRIVE)
gemprober,16779366,U4,0,0,0,1,0,LOAD PORT 2 DOOR IS OPEN (LOADER Z DRIVE)
gemprober,16779367,U4,0,0,0,1,0,WAFER TABLE DOOR IS OPEN (LOADER Z DRIVE)
gemprober,16779368,U4,0,0,0,1,0,LOADER Z POSITION SENSOR DEFECT
gemprober,16779376,U4,0,0,0,1,0,CANNOT OPEN SHUTTER (ARM DRIVE)
gemprober,16779377,U4,0,0,0,1,0,CANNOT CLOSE SHUTTER (ARM DRIVE)
gemprober,16779378,U4,0,0,0,1,0,THE SHUTTER CANT OPEN BECAUSE THE BRIDGE ISNT AT THE HOME
gemprober,16779379,U4,0,0,0,1,0,SHUTTER OPEN CLOSE SENSOR DEFECT
gemprober,16779380,U4,0,0,0,1,0,BOTH ARMS ARE NOT INTERRUPTING THE ORIGIN SENSORS
gemprober,16779386,U4,0,0,0,1,0,NO WAFER IS ON WAFER TABLE
gemprober,16779387,U4,0,0,0,1,0,WAFER I S ON WAFER TABLE
gemprober,16779389,U4,0,0,0,1,0,THE WAFER IS NOT RETURNED TO THE WAFER TABLE
gemprober,16779391,U4,0,0,0,1,0,NO RETURN FOR WAFER ON WAFER TABLE
gemprober,16779392,U4,0,0,0,1,0,WAFER TABLE LOADING FAILURE
gemprober,16779393,U4,0,0,0,1,0,WAFER TABLE UNLOADING FAILURE
gemprober,16779396,U4,0,0,0,1,0,NO WAFER IS ON BUFFER TABLE
gemprober,16779397,U4,0,0,0,1,0,WAFER IS ON BUFFER TABLE
gemprober,16779399,U4,0,0,0,1,0,BUFFER TABLE LOADING ERROR
gemprober,16779400,U4,0,0,0,1,0,BUFFER TABLE UNLOADING ERROR
gemprober,16779401,U4,0,0,0,1,0,CANNOT MOVE WAFER AS THERE IS NO WAFER ON MAIN CHUCK
gemprober,16779419,U4,0,0,0,1,0,PREALIGN SENSOR DATA ERROR
gemprober,16779421,U4,0,0,0,1,0,PREALIGNMENT DATA ILLEGAL
gemprober,16779426,U4,0,0,0,1,0,THE SLIDER IS NOT AT ITS HOME POSITION PRESS THE CONFIRM BUTTON TO
gemprober,16779431,U4,0,0,0,1,0,THE SLIDE IS NOT INITIALIZED. PRESS OK AND MOVE TO THE UNLOAD POSITION
gemprober,16779436,U4,0,0,0,1,0,THE SLIDER IS NOT AT ITS DRAW­OUT POSITION PRESS THE CONFIRM BUTTON TO
gemprober,16779516,U4,0,0,0,1,0,ARM NUMBER ERROR
gemprober,16779517,U4,0,0,0,1,0,THERE SHOULD BE NO WAFER ON ARM
gemprober,16779518,U4,0,0,0,1,0,WAFER SHOULD BE ON ARM
gemprober,16779520,U4,0,0,0,1,0,BECAUSE THERE IS A JIG ON THE ARM IT CANNOT MOVE TO THE HOME POSITION
gemprober,16779568,U4,0,0,0,1,0,THERE SHOULD BE NO WAFER ON CASSETTE SLOT
gemprober,16779569,U4,0,0,0,1,0,WAFER SHOULD BE ON CASSETTE SLOT
gemprober,16779576,U4,0,0,0,1,0,ARM ROBOT POSITION ILLEGAL
gemprober,16779586,U4,0,0,0,1,0,MOTOR PROTECT
gemprober,16779587,U4,0,0,0,1,0,UPPER ARM ORIGIN SENSOR DEFECTIVE
gemprober,16779588,U4,0,0,0,1,0,LOWER ARM ORIGIN SENSOR DEFECTIVE
gemprober,16779590,U4,0,0,0,1,0,LOADER q ORIGIN SENSOR DEFECTIVE
gemprober,16779591,U4,0,0,0,1,0,LOADER Z ORIGIN SENSOR DEFECTIVE
gemprober,16779592,U4,0,0,0,1,0,SLIDER ORIGIN SENSOR DEFECTIVE
gemprober,16779596,U4,0,0,0,1,0,SYSTEM MEMORY ALLOCATION ERROR
gemprober,16779597,U4,0,0,0,1,0,SYSTEM CLOCK ERROR
gemprober,16779599,U4,0,0,0,1,0,POWER TRIPPED (FUSE BLOWN)
gemprober,16779617,U4,0,0,0,1,0,PREALIGNMENT CONVERTED DATA ERROR
gemprober,16779618,U4,0,0,0,1,0,PREALIGNMENT CONVERTED DATA ERROR
gemprober,16779620,U4,0,0,0,1,0,PREALIGNMENT ECCENTRICITY CALCULATION ILLEGAL
gemprober,16779626,U4,0,0,0,1,0,PREALIGNMENT INPUT WAFER SIZE ERROR
gemprober,16779627,U4,0,0,0,1,0,PREALIGNMENT SPECIAL FLAT ORIENTATION ERROR
gemprober,16779636,U4,0,0,0,1,0,PREALIGNMENT WAFER ECCENTRICITY SIZE ERROR
gemprober,16779637,U4,0,0,0,1,0,PREALIGNMENT FLAT ORIENTATION OR NOTCH NOT FOUND
gemprober,16779638,U4,0,0,0,1,0,PREALIGNMENT FLAT ORIENTATION OVER 90°
gemprober,16779641,U4,0,0,0,1,0,PREALIGNMENT FLAT ORIENTATION OR NOTCH COUNT ERROR
gemprober,16779646,U4,0,0,0,1,0,POSITION WAFER FO ON WT IN SAME DIRECTION AS ONE ON MC
